Name,ReadName,ReadLength,AlignmentLength,Identity,I_Begin
rhodobacter_sphaeroides,SRR072233.419058,521nt,466,98.93,6166
rhodobacter_sphaeroides,SRR072233.419058,521nt,295,95.61,78320
rhodobacter_sphaeroides,SRR072233.419058,521nt,52,92.31,202544
rhodobacter_sphaeroides,SRR072233.419092,518nt,496,94.79,1694439
rhodobacter_sphaeroides,SRR072233.419103,508nt,502,100.00,1930200
rhodobacter_sphaeroides,SRR072233.419154,490nt,485,100.00,8773
rhodobacter_sphaeroides,SRR072233.419184,501nt,497,99.20,81850
rhodobacter_sphaeroides,SRR072233.419190,568nt,346,99.42,304545
rhodobacter_sphaeroides,SRR072233.419199,514nt,41,92.68,61009
rhodobacter_sphaeroides,SRR072233.419199,514nt,40,92.50,314880
rhodobacter_sphaeroides,SRR072233.419281,528nt,421,97.18,128482
rhodobacter_sphaeroides,SRR072233.419290,507nt,476,99.16,22489
rhodobacter_sphaeroides,SRR072233.419322,477nt,476,99.79,1960927
rhodobacter_sphaeroides,SRR072233.419333,507nt,491,99.80,1685180
rhodobacter_sphaeroides,SRR072233.419400,518nt,496,99.60,2211666
rhodobacter_sphaeroides,SRR072233.419405,514nt,496,99.60,56092
rhodobacter_sphaeroides,SRR072233.419465,505nt,471,99.79,654013
rhodobacter_sphaeroides,SRR072233.419465,505nt,471,94.27,896770
rhodobacter_sphaeroides,SRR072233.419465,505nt,468,90.60,231851
rhodobacter_sphaeroides,SRR072233.419468,423nt,213,98.59,28617
rhodobacter_sphaeroides,SRR072233.419468,423nt,166,92.17,27940
rhodobacter_sphaeroides,SRR072233.419468,423nt,166,90.96,27262
rhodobacter_sphaeroides,SRR072233.419476,500nt,446,90.91,56959
rhodobacter_sphaeroides,SRR072233.419485,527nt,525,99.43,216934
rhodobacter_sphaeroides,SRR072233.419512,523nt,456,99.56,2568271
rhodobacter_sphaeroides,SRR072233.419646,506nt,506,99.80,146168
rhodobacter_sphaeroides,SRR072233.419696,930nt,74,100.00,1280744
rhodobacter_sphaeroides,SRR072233.419742,526nt,40,92.50,15044
rhodobacter_sphaeroides,SRR072233.419781,505nt,505,99.41,80631
rhodobacter_sphaeroides,SRR072233.419781,505nt,394,95.43,658
rhodobacter_sphaeroides,SRR072233.419791,505nt,467,99.14,2511847
rhodobacter_sphaeroides,SRR072233.419833,534nt,434,99.77,26848
rhodobacter_sphaeroides,SRR072233.419833,534nt,310,99.68,14989
rhodobacter_sphaeroides,SRR072233.419833,534nt,90,92.22,914384
rhodobacter_sphaeroides,SRR072233.419922,532nt,519,96.55,1696758
rhodobacter_sphaeroides,SRR072233.419940,512nt,509,99.41,2589078
rhodobacter_sphaeroides,SRR072233.419945,404nt,340,100.00,1031523
rhodobacter_sphaeroides,SRR072233.419957,498nt,430,95.61,342659
rhodobacter_sphaeroides,SRR072233.419970,483nt,427,99.30,499159
rhodobacter_sphaeroides,SRR072233.419982,502nt,70,90.14,2933701
rhodobacter_sphaeroides,SRR072233.420001,506nt,368,94.61,548498
rhodobacter_sphaeroides,SRR072233.420001,506nt,370,98.66,733227
rhodobacter_sphaeroides,SRR072233.420027,533nt,533,99.81,323492
rhodobacter_sphaeroides,SRR072233.420051,476nt,461,99.35,2079338
rhodobacter_sphaeroides,SRR072233.420157,503nt,486,99.18,898815
rhodobacter_sphaeroides,SRR072233.420193,508nt,45,93.33,17613
rhodobacter_sphaeroides,SRR072233.420205,500nt,356,99.44,1654913
rhodobacter_sphaeroides,SRR072233.420224,531nt,41,95.12,874082
rhodobacter_sphaeroides,SRR072233.420224,531nt,487,99.39,1707991
rhodobacter_sphaeroides,SRR072233.420252,537nt,190,97.38,74269
rhodobacter_sphaeroides,SRR072233.420297,507nt,503,99.80,53340
rhodobacter_sphaeroides,SRR072233.420321,510nt,477,99.58,2311437
rhodobacter_sphaeroides,SRR072233.420322,498nt,491,99.59,1714957
rhodobacter_sphaeroides,SRR072233.420345,523nt,484,98.77,2276111
rhodobacter_sphaeroides,SRR072233.420357,530nt,362,99.72,73742
rhodobacter_sphaeroides,SRR072233.420382,517nt,510,99.61,34552
rhodobacter_sphaeroides,SRR072233.420382,517nt,213,97.65,6728
rhodobacter_sphaeroides,SRR072233.420382,517nt,55,98.18,79877
rhodobacter_sphaeroides,SRR072233.420414,518nt,323,100.00,806628
rhodobacter_sphaeroides,SRR072233.420417,501nt,43,90.70,723464
rhodobacter_sphaeroides,SRR072233.420443,525nt,520,93.47,742278
rhodobacter_sphaeroides,SRR072233.420443,525nt,521,99.81,649144
rhodobacter_sphaeroides,SRR072233.420443,525nt,521,92.91,226978
rhodobacter_sphaeroides,SRR072233.420443,525nt,502,93.24,891922
rhodobacter_sphaeroides,SRR072233.420472,431nt,316,98.43,16834
rhodobacter_sphaeroides,SRR072233.420535,538nt,49,91.84,1146125
rhodobacter_sphaeroides,SRR072233.420547,491nt,452,99.34,1697332
rhodobacter_sphaeroides,SRR072233.420568,538nt,488,98.98,124
rhodobacter_sphaeroides,SRR072233.420568,538nt,488,96.32,80097
rhodobacter_sphaeroides,SRR072233.420684,506nt,503,99.80,1007
rhodobacter_sphaeroides,SRR072233.420714,500nt,500,100.00,1524553
rhodobacter_sphaeroides,SRR072233.420768,500nt,498,100.00,2725080
rhodobacter_sphaeroides,SRR072233.420801,485nt,484,99.79,51897
rhodobacter_sphaeroides,SRR072233.420841,472nt,390,93.70,41080
rhodobacter_sphaeroides,SRR072233.420886,503nt,363,98.90,9146
rhodobacter_sphaeroides,SRR072233.420981,496nt,465,99.57,329679
rhodobacter_sphaeroides,SRR072233.421033,484nt,482,99.59,1138702
rhodobacter_sphaeroides,SRR072233.421036,514nt,378,100.00,63171
rhodobacter_sphaeroides,SRR072233.421063,501nt,398,100.00,785949
rhodobacter_sphaeroides,SRR072233.421124,506nt,506,99.80,2185816
rhodobacter_sphaeroides,SRR072233.421180,488nt,41,90.24,3054670
rhodobacter_sphaeroides,SRR072233.421184,440nt,391,99.74,413368
rhodobacter_sphaeroides,SRR072233.421215,485nt,485,99.79,791991
rhodobacter_sphaeroides,SRR072233.421238,458nt,458,99.35,521152
rhodobacter_sphaeroides,SRR072233.421258,537nt,81,90.12,1146423
rhodobacter_sphaeroides,SRR072233.421322,493nt,493,99.80,2700361
rhodobacter_sphaeroides,SRR072233.421344,488nt,486,99.59,11637
rhodobacter_sphaeroides,SRR072233.421417,519nt,43,90.70,1899130
rhodobacter_sphaeroides,SRR072233.421426,512nt,480,99.38,34893
rhodobacter_sphaeroides,SRR072233.421453,467nt,417,100.00,3111233
rhodobacter_sphaeroides,SRR072233.421521,463nt,462,99.78,2435293
rhodobacter_sphaeroides,SRR072233.421594,510nt,510,99.22,1079969
rhodobacter_sphaeroides,SRR072233.421610,506nt,44,90.91,1615076
rhodobacter_sphaeroides,SRR072233.421666,504nt,500,99.20,879692
rhodobacter_sphaeroides,SRR072233.421684,518nt,518,99.81,499289
rhodobacter_sphaeroides,SRR072233.421707,430nt,365,100.00,305898
rhodobacter_sphaeroides,SRR072233.421725,502nt,499,99.20,2521301
rhodobacter_sphaeroides,SRR072233.421745,512nt,50,90.00,2722496
rhodobacter_sphaeroides,SRR072233.421757,490nt,434,100.00,70309
rhodobacter_sphaeroides,SRR072233.421764,810nt,278,98.22,3002477
rhodobacter_sphaeroides,SRR072233.421769,525nt,522,99.81,686413
rhodobacter_sphaeroides,SRR072233.421814,500nt,500,99.01,637384
rhodobacter_sphaeroides,SRR072233.421829,515nt,62,90.32,2561489
rhodobacter_sphaeroides,SRR072233.421841,500nt,497,99.80,154056
rhodobacter_sphaeroides,SRR072233.421854,458nt,404,99.50,108861
rhodobacter_sphaeroides,SRR072233.421890,562nt,64,93.75,33680
rhodobacter_sphaeroides,SRR072233.421890,562nt,64,93.75,7
rhodobacter_sphaeroides,SRR072233.421890,562nt,64,93.75,7
rhodobacter_sphaeroides,SRR072233.421926,612nt,332,98.80,1898524
rhodobacter_sphaeroides,SRR072233.421949,520nt,316,90.71,48613
rhodobacter_sphaeroides,SRR072233.422005,471nt,468,100.00,2731846
rhodobacter_sphaeroides,SRR072233.422036,483nt,426,100.00,281943
rhodobacter_sphaeroides,SRR072233.422094,541nt,538,100.00,2591916
rhodobacter_sphaeroides,SRR072233.422105,519nt,391,99.23,1142964
rhodobacter_sphaeroides,SRR072233.422110,486nt,471,99.58,99761
rhodobacter_sphaeroides,SRR072233.422158,516nt,513,100.00,400540
rhodobacter_sphaeroides,SRR072233.422270,386nt,337,100.00,5667
rhodobacter_sphaeroides,SRR072233.422282,533nt,533,98.87,299885
rhodobacter_sphaeroides,SRR072233.422333,489nt,486,98.97,331801
rhodobacter_sphaeroides,SRR072233.422352,493nt,493,99.59,562529
rhodobacter_sphaeroides,SRR072233.422397,522nt,478,100.00,329079
rhodobacter_sphaeroides,SRR072233.422520,715nt,355,98.04,2752215
rhodobacter_sphaeroides,SRR072233.422520,715nt,69,92.75,836246
rhodobacter_sphaeroides,SRR072233.422538,478nt,478,99.79,802659
rhodobacter_sphaeroides,SRR072233.422566,443nt,386,99.74,1175261
rhodobacter_sphaeroides,SRR072233.422580,487nt,401,98.51,2961893
rhodobacter_sphaeroides,SRR072233.422599,512nt,503,99.40,2438435
rhodobacter_sphaeroides,SRR072233.422617,508nt,506,100.00,397908
rhodobacter_sphaeroides,SRR072233.422650,530nt,500,99.40,239672
rhodobacter_sphaeroides,SRR072233.422711,482nt,360,98.89,331633
rhodobacter_sphaeroides,SRR072233.422714,492nt,439,98.86,1563859
rhodobacter_sphaeroides,SRR072233.422724,526nt,398,99.25,321736
rhodobacter_sphaeroides,SRR072233.422788,519nt,376,99.20,174680
rhodobacter_sphaeroides,SRR072233.422840,499nt,440,100.00,1641321
rhodobacter_sphaeroides,SRR072233.422840,499nt,42,90.48,59450
rhodobacter_sphaeroides,SRR072233.422864,479nt,48,91.67,3054670
rhodobacter_sphaeroides,SRR072233.422939,484nt,436,100.00,915240
rhodobacter_sphaeroides,SRR072233.422996,522nt,473,99.37,884199
rhodobacter_sphaeroides,SRR072233.423015,364nt,314,100.00,35364
rhodobacter_sphaeroides,SRR072233.423047,506nt,504,100.00,63180
rhodobacter_sphaeroides,SRR072233.423060,500nt,43,90.70,384707
rhodobacter_sphaeroides,SRR072233.423071,530nt,500,99.80,976083
rhodobacter_sphaeroides,SRR072233.423072,434nt,373,100.00,1629594
rhodobacter_sphaeroides,SRR072233.423074,527nt,503,99.01,1936241
rhodobacter_sphaeroides,SRR072233.423084,535nt,475,98.33,2274303
rhodobacter_sphaeroides,SRR072233.423181,508nt,488,98.37,75050
rhodobacter_sphaeroides,SRR072233.423230,500nt,394,95.21,452630
rhodobacter_sphaeroides,SRR072233.423318,498nt,493,100.00,670213
rhodobacter_sphaeroides,SRR072233.423371,516nt,488,99.59,158937
rhodobacter_sphaeroides,SRR072233.423398,492nt,491,99.39,281234
rhodobacter_sphaeroides,SRR072233.423473,498nt,443,99.77,2223773
rhodobacter_sphaeroides,SRR072233.423475,523nt,523,99.81,751567
rhodobacter_sphaeroides,SRR072233.423480,502nt,40,92.50,15044
rhodobacter_sphaeroides,SRR072233.423483,518nt,518,100.00,1884426
rhodobacter_sphaeroides,SRR072233.423536,540nt,500,98.22,12622
rhodobacter_sphaeroides,SRR072233.423546,530nt,455,98.68,2000939
rhodobacter_sphaeroides,SRR072233.423563,529nt,51,90.20,414247
rhodobacter_sphaeroides,SRR072233.423602,496nt,438,100.00,2116591
rhodobacter_sphaeroides,SRR072233.423615,495nt,495,99.19,476068
rhodobacter_sphaeroides,SRR072233.423641,477nt,417,100.00,89067
rhodobacter_sphaeroides,SRR072233.423701,485nt,427,100.00,2849122
rhodobacter_sphaeroides,SRR072233.423719,542nt,541,100.00,698250
rhodobacter_sphaeroides,SRR072233.423740,490nt,445,99.78,1158819
rhodobacter_sphaeroides,SRR072233.423826,486nt,321,97.83,475970
rhodobacter_sphaeroides,SRR072233.423836,523nt,523,99.43,1633308
rhodobacter_sphaeroides,SRR072233.423913,521nt,495,98.00,65626
rhodobacter_sphaeroides,SRR072233.423959,500nt,493,98.39,185234
rhodobacter_sphaeroides,SRR072233.424026,495nt,487,100.00,1133230
rhodobacter_sphaeroides,SRR072233.424033,456nt,390,100.00,205896
rhodobacter_sphaeroides,SRR072233.424060,533nt,197,98.48,1843177
rhodobacter_sphaeroides,SRR072233.424072,532nt,516,99.42,582800
rhodobacter_sphaeroides,SRR072233.424124,534nt,55,92.73,402649
rhodobacter_sphaeroides,SRR072233.424141,491nt,490,99.59,2424119
rhodobacter_sphaeroides,SRR072233.424229,513nt,465,99.36,2460135
rhodobacter_sphaeroides,SRR072233.424267,512nt,429,99.30,1603897
rhodobacter_sphaeroides,SRR072233.424275,568nt,52,100.00,1834429
rhodobacter_sphaeroides,SRR072233.424299,604nt,159,96.86,958384
rhodobacter_sphaeroides,SRR072233.424330,576nt,347,97.99,4373
rhodobacter_sphaeroides,SRR072233.424414,503nt,436,99.54,49750
rhodobacter_sphaeroides,SRR072233.424440,494nt,494,100.00,3106010
rhodobacter_sphaeroides,SRR072233.424448,501nt,484,99.38,74083
rhodobacter_sphaeroides,SRR072233.424520,442nt,373,99.73,1965765
rhodobacter_sphaeroides,SRR072233.424571,489nt,489,100.00,1166634
rhodobacter_sphaeroides,SRR072233.424583,491nt,436,99.54,2653309
rhodobacter_sphaeroides,SRR072233.424632,503nt,500,99.60,1412004
rhodobacter_sphaeroides,SRR072233.424684,536nt,534,99.07,188136
rhodobacter_sphaeroides,SRR072233.424714,526nt,522,100.00,1687395
rhodobacter_sphaeroides,SRR072233.424727,540nt,533,98.13,33472
rhodobacter_sphaeroides,SRR072233.424727,540nt,331,98.80,1
rhodobacter_sphaeroides,SRR072233.424727,540nt,230,98.70,1
rhodobacter_sphaeroides,SRR072233.424727,540nt,202,100.00,3188323
rhodobacter_sphaeroides,SRR072233.424727,540nt,202,100.00,942817
rhodobacter_sphaeroides,SRR072233.424770,515nt,504,99.80,701704
rhodobacter_sphaeroides,SRR072233.424779,473nt,471,100.00,51088
rhodobacter_sphaeroides,SRR072233.424822,480nt,480,100.00,2222788
rhodobacter_sphaeroides,SRR072233.424925,512nt,508,98.82,882829
rhodobacter_sphaeroides,SRR072233.424931,495nt,495,99.60,311161
rhodobacter_sphaeroides,SRR072233.424936,508nt,374,99.20,60946
rhodobacter_sphaeroides,SRR072233.425015,509nt,506,99.21,425963
rhodobacter_sphaeroides,SRR072233.425025,486nt,476,100.00,87286
rhodobacter_sphaeroides,SRR072233.425051,534nt,531,99.62,290269
rhodobacter_sphaeroides,SRR072233.425088,489nt,393,98.48,44570
rhodobacter_sphaeroides,SRR072233.425158,487nt,482,100.00,1835828
rhodobacter_sphaeroides,SRR072233.425187,527nt,181,95.63,638672
rhodobacter_sphaeroides,SRR072233.425228,406nt,350,99.72,3104179
rhodobacter_sphaeroides,SRR072233.425241,513nt,466,99.79,638435
rhodobacter_sphaeroides,SRR072233.425245,491nt,402,99.01,3145501
rhodobacter_sphaeroides,SRR072233.425262,517nt,494,99.80,72063
rhodobacter_sphaeroides,SRR072233.425271,497nt,496,100.00,2439115
rhodobacter_sphaeroides,SRR072233.425298,400nt,345,100.00,188315
rhodobacter_sphaeroides,SRR072233.425383,539nt,538,99.63,881878
rhodobacter_sphaeroides,SRR072233.425465,516nt,302,99.01,497236
rhodobacter_sphaeroides,SRR072233.425526,459nt,76,90.79,1810
rhodobacter_sphaeroides,SRR072233.425526,459nt,76,90.79,1812
rhodobacter_sphaeroides,SRR072233.425526,459nt,76,90.79,35485
rhodobacter_sphaeroides,SRR072233.425530,508nt,485,98.16,284776
rhodobacter_sphaeroides,SRR072233.425571,438nt,379,99.47,142150
rhodobacter_sphaeroides,SRR072233.425592,527nt,473,99.16,746854
rhodobacter_sphaeroides,SRR072233.425655,420nt,359,100.00,1220317
rhodobacter_sphaeroides,SRR072233.425746,486nt,483,98.77,1803511
rhodobacter_sphaeroides,SRR072233.425762,508nt,508,99.41,2274267
rhodobacter_sphaeroides,SRR072233.425781,509nt,309,99.36,2342967
rhodobacter_sphaeroides,SRR072233.425793,509nt,506,98.43,709458
rhodobacter_sphaeroides,SRR072233.425819,477nt,432,100.00,2192021
rhodobacter_sphaeroides,SRR072233.425823,528nt,528,99.25,982269
rhodobacter_sphaeroides,SRR072233.425847,497nt,453,99.78,814772
rhodobacter_sphaeroides,SRR072233.425853,508nt,505,99.41,352539
rhodobacter_sphaeroides,SRR072233.425865,506nt,505,99.60,447630
rhodobacter_sphaeroides,SRR072233.425874,497nt,411,98.79,445460
rhodobacter_sphaeroides,SRR072233.425896,527nt,527,99.05,2939575
rhodobacter_sphaeroides,SRR072233.425931,534nt,534,99.63,102533
rhodobacter_sphaeroides,SRR072233.425978,509nt,465,100.00,86836
rhodobacter_sphaeroides,SRR072233.426010,487nt,405,99.75,2907699
rhodobacter_sphaeroides,SRR072233.426057,537nt,315,100.00,1321672
rhodobacter_sphaeroides,SRR072233.426061,469nt,299,99.33,2008173
rhodobacter_sphaeroides,SRR072233.426065,533nt,103,97.09,1342344
rhodobacter_sphaeroides,SRR072233.426094,495nt,444,98.88,313798
rhodobacter_sphaeroides,SRR072233.426164,486nt,486,99.79,1904070
rhodobacter_sphaeroides,SRR072233.426189,515nt,483,98.97,101459
rhodobacter_sphaeroides,SRR072233.426282,548nt,48,93.75,2370651
rhodobacter_sphaeroides,SRR072233.426318,529nt,485,99.79,2098241
rhodobacter_sphaeroides,SRR072233.426328,551nt,328,99.70,889043
rhodobacter_sphaeroides,SRR072233.426328,551nt,328,93.60,646038
rhodobacter_sphaeroides,SRR072233.426328,551nt,328,93.60,223283
rhodobacter_sphaeroides,SRR072233.426328,551nt,328,92.99,745051
rhodobacter_sphaeroides,SRR072233.426358,538nt,530,99.44,2648103
rhodobacter_sphaeroides,SRR072233.426433,499nt,497,99.60,661018
rhodobacter_sphaeroides,SRR072233.426535,626nt,93,100.00,782340
rhodobacter_sphaeroides,SRR072233.426545,505nt,504,99.80,840828
rhodobacter_sphaeroides,SRR072233.426568,504nt,503,99.80,2108563
rhodobacter_sphaeroides,SRR072233.426583,507nt,505,99.21,654018
rhodobacter_sphaeroides,SRR072233.426599,481nt,421,100.00,1233098
rhodobacter_sphaeroides,SRR072233.426624,509nt,509,99.80,687171
rhodobacter_sphaeroides,SRR072233.426628,519nt,516,99.03,598749
rhodobacter_sphaeroides,SRR072233.426649,520nt,467,99.36,490609
rhodobacter_sphaeroides,SRR072233.426658,498nt,498,99.80,2619492
rhodobacter_sphaeroides,SRR072233.426675,509nt,467,99.79,2365006
rhodobacter_sphaeroides,SRR072233.426702,481nt,478,99.79,31725
rhodobacter_sphaeroides,SRR072233.426712,489nt,489,99.59,1802909
rhodobacter_sphaeroides,SRR072233.426748,530nt,411,99.03,1330654
rhodobacter_sphaeroides,SRR072233.426752,487nt,486,100.00,1454104
rhodobacter_sphaeroides,SRR072233.426876,500nt,499,99.60,730860
rhodobacter_sphaeroides,SRR072233.426886,515nt,455,99.34,235
rhodobacter_sphaeroides,SRR072233.426886,515nt,455,99.34,33908
rhodobacter_sphaeroides,SRR072233.426886,515nt,448,99.11,240
rhodobacter_sphaeroides,SRR072233.426913,499nt,42,90.48,384708
rhodobacter_sphaeroides,SRR072233.426916,514nt,53,92.45,281177
rhodobacter_sphaeroides,SRR072233.426925,480nt,420,100.00,72902
rhodobacter_sphaeroides,SRR072233.427008,491nt,490,100.00,824001
rhodobacter_sphaeroides,SRR072233.427024,574nt,169,98.22,1509855
rhodobacter_sphaeroides,SRR072233.427033,507nt,50,90.00,2722496
rhodobacter_sphaeroides,SRR072233.427040,526nt,47,95.74,823305
rhodobacter_sphaeroides,SRR072233.427045,485nt,421,95.97,1317883
rhodobacter_sphaeroides,SRR072233.427059,485nt,483,99.59,23861
rhodobacter_sphaeroides,SRR072233.427061,502nt,488,99.80,2161402
rhodobacter_sphaeroides,SRR072233.427091,492nt,490,99.39,915805
rhodobacter_sphaeroides,SRR072233.427190,539nt,538,99.26,1444211
rhodobacter_sphaeroides,SRR072233.427202,448nt,394,100.00,1850318
rhodobacter_sphaeroides,SRR072233.427212,514nt,510,98.63,264777
rhodobacter_sphaeroides,SRR072233.427251,437nt,381,100.00,2683961
rhodobacter_sphaeroides,SRR072233.427302,529nt,442,94.34,226952
rhodobacter_sphaeroides,SRR072233.427302,529nt,442,92.76,649118
rhodobacter_sphaeroides,SRR072233.427302,529nt,442,92.31,891896
rhodobacter_sphaeroides,SRR072233.427302,529nt,442,99.77,742385
rhodobacter_sphaeroides,SRR072233.427325,499nt,498,100.00,1306993
rhodobacter_sphaeroides,SRR072233.427340,530nt,431,99.54,1972
rhodobacter_sphaeroides,SRR072233.427340,530nt,312,90.38,47654
rhodobacter_sphaeroides,SRR072233.427359,495nt,272,98.90,955644
rhodobacter_sphaeroides,SRR072233.427385,530nt,529,91.79,1114424
rhodobacter_sphaeroides,SRR072233.427418,499nt,41,90.24,3054670
rhodobacter_sphaeroides,SRR072233.427488,513nt,473,99.58,288843
rhodobacter_sphaeroides,SRR072233.427488,513nt,142,100.00,307520
rhodobacter_sphaeroides,SRR072233.427599,525nt,419,99.76,1842146
rhodobacter_sphaeroides,SRR072233.427603,511nt,301,94.44,244042
rhodobacter_sphaeroides,SRR072233.427628,521nt,40,90.00,258471
rhodobacter_sphaeroides,SRR072233.427671,506nt,313,99.05,355492
rhodobacter_sphaeroides,SRR072233.427781,512nt,508,99.80,87376
rhodobacter_sphaeroides,SRR072233.427797,516nt,483,99.18,1687669
rhodobacter_sphaeroides,SRR072233.427826,516nt,516,98.84,1039188
rhodobacter_sphaeroides,SRR072233.427852,549nt,66,93.94,4043
rhodobacter_sphaeroides,SRR072233.427852,549nt,66,93.94,4045
rhodobacter_sphaeroides,SRR072233.427852,549nt,66,93.94,37718
rhodobacter_sphaeroides,SRR072233.427912,501nt,498,99.40,58123
rhodobacter_sphaeroides,SRR072233.427924,505nt,505,100.00,484763
rhodobacter_sphaeroides,SRR072233.427969,503nt,429,99.77,7925
rhodobacter_sphaeroides,SRR072233.427994,540nt,505,98.82,2495708
rhodobacter_sphaeroides,SRR072233.428010,495nt,495,99.60,3109301
rhodobacter_sphaeroides,SRR072233.428098,553nt,524,97.55,7672
rhodobacter_sphaeroides,SRR072233.428120,487nt,487,99.39,40840
rhodobacter_sphaeroides,SRR072233.428201,494nt,491,98.78,12724
rhodobacter_sphaeroides,SRR072233.428228,493nt,492,99.39,1712824
rhodobacter_sphaeroides,SRR072233.428324,488nt,121,90.91,1217
rhodobacter_sphaeroides,SRR072233.428324,488nt,121,90.91,1219
rhodobacter_sphaeroides,SRR072233.428324,488nt,121,90.91,34892
rhodobacter_sphaeroides,SRR072233.428325,493nt,493,99.39,82641
rhodobacter_sphaeroides,SRR072233.428328,556nt,110,96.36,2814847
rhodobacter_sphaeroides,SRR072233.428487,509nt,461,99.57,1622125
rhodobacter_sphaeroides,SRR072233.428495,469nt,469,100.00,446845
rhodobacter_sphaeroides,SRR072233.428513,499nt,491,98.38,1854247
rhodobacter_sphaeroides,SRR072233.428521,482nt,453,99.34,1253
rhodobacter_sphaeroides,SRR072233.428526,504nt,503,99.41,76300
rhodobacter_sphaeroides,SRR072233.428533,473nt,427,99.07,63654
rhodobacter_sphaeroides,SRR072233.428535,486nt,486,99.38,1299855
rhodobacter_sphaeroides,SRR072233.428539,482nt,472,98.73,2879266
rhodobacter_sphaeroides,SRR072233.428564,496nt,494,99.40,3147
rhodobacter_sphaeroides,SRR072233.428573,536nt,528,94.19,11517
rhodobacter_sphaeroides,SRR072233.428573,536nt,373,97.33,85704
rhodobacter_sphaeroides,SRR072233.428573,536nt,363,96.69,5531
rhodobacter_sphaeroides,SRR072233.428582,515nt,183,95.11,100913
rhodobacter_sphaeroides,SRR072233.428591,478nt,418,99.29,4722
rhodobacter_sphaeroides,SRR072233.428648,502nt,500,99.00,3047676
rhodobacter_sphaeroides,SRR072233.428701,515nt,511,99.22,355492
rhodobacter_sphaeroides,SRR072233.428718,538nt,449,97.79,1223152
rhodobacter_sphaeroides,SRR072233.428788,504nt,484,100.00,713194
rhodobacter_sphaeroides,SRR072233.428790,472nt,467,99.36,2351419
rhodobacter_sphaeroides,SRR072233.428792,455nt,391,100.00,2008079
rhodobacter_sphaeroides,SRR072233.428796,531nt,41,95.12,1920613
rhodobacter_sphaeroides,SRR072233.428994,504nt,281,96.83,1066982
rhodobacter_sphaeroides,SRR072233.429085,513nt,329,99.09,2525919
rhodobacter_sphaeroides,SRR072233.429128,502nt,502,100.00,2983532
rhodobacter_sphaeroides,SRR072233.429190,486nt,411,100.00,1031331
rhodobacter_sphaeroides,SRR072233.429193,472nt,472,100.00,2170491
rhodobacter_sphaeroides,SRR072233.429207,479nt,478,99.58,72560
rhodobacter_sphaeroides,SRR072233.429226,508nt,504,100.00,3149635
rhodobacter_sphaeroides,SRR072233.429302,495nt,469,98.94,463859
rhodobacter_sphaeroides,SRR072233.429306,463nt,407,99.75,496932
rhodobacter_sphaeroides,SRR072233.429317,518nt,517,99.81,710266
rhodobacter_sphaeroides,SRR072233.429405,512nt,509,99.80,1080242
rhodobacter_sphaeroides,SRR072233.429415,493nt,53,94.34,314867
rhodobacter_sphaeroides,SRR072233.429415,493nt,52,92.31,60998
rhodobacter_sphaeroides,SRR072233.429438,448nt,400,99.25,86419
rhodobacter_sphaeroides,SRR072233.429491,506nt,427,97.69,102035
rhodobacter_sphaeroides,SRR072233.429507,498nt,498,98.80,23045
rhodobacter_sphaeroides,SRR072233.429881,539nt,55,92.73,402649
rhodobacter_sphaeroides,SRR072233.429919,517nt,329,99.09,116943
rhodobacter_sphaeroides,SRR072233.429927,483nt,483,100.00,96490
rhodobacter_sphaeroides,SRR072233.429942,571nt,80,95.00,1615062
rhodobacter_sphaeroides,SRR072233.429967,515nt,515,99.22,1126650
rhodobacter_sphaeroides,SRR072233.429990,499nt,496,99.80,2934209
rhodobacter_sphaeroides,SRR072233.430050,523nt,150,100.00,733925
rhodobacter_sphaeroides,SRR072233.430095,503nt,500,98.80,40601
rhodobacter_sphaeroides,SRR072233.430095,503nt,499,98.80,75694
rhodobacter_sphaeroides,SRR072233.430108,496nt,496,99.60,95628
rhodobacter_sphaeroides,SRR072233.430129,501nt,501,99.80,18773
rhodobacter_sphaeroides,SRR072233.430142,516nt,429,99.07,8315
rhodobacter_sphaeroides,SRR072233.430149,549nt,504,98.81,560548
rhodobacter_sphaeroides,SRR072233.430167,506nt,504,99.21,36058
rhodobacter_sphaeroides,SRR072233.430206,484nt,294,98.65,3047634
rhodobacter_sphaeroides,SRR072233.430251,510nt,505,94.11,965147
rhodobacter_sphaeroides,SRR072233.430287,509nt,336,99.11,288152
rhodobacter_sphaeroides,SRR072233.430287,509nt,336,99.11,306829
rhodobacter_sphaeroides,SRR072233.430338,507nt,306,97.42,21924
rhodobacter_sphaeroides,SRR072233.430349,507nt,502,100.00,2326532
rhodobacter_sphaeroides,SRR072233.430359,499nt,443,100.00,766702
rhodobacter_sphaeroides,SRR072233.430359,499nt,80,100.00,2139001
rhodobacter_sphaeroides,SRR072233.430385,495nt,490,99.59,550121
rhodobacter_sphaeroides,SRR072233.430428,495nt,494,99.60,3160811
rhodobacter_sphaeroides,SRR072233.430463,499nt,455,99.34,855342
rhodobacter_sphaeroides,SRR072233.430521,518nt,312,100.00,1220848
rhodobacter_sphaeroides,SRR072233.430564,460nt,404,100.00,730445
rhodobacter_sphaeroides,SRR072233.430587,517nt,516,99.61,413645
rhodobacter_sphaeroides,SRR072233.430602,552nt,507,100.00,1702979
rhodobacter_sphaeroides,SRR072233.430695,489nt,489,100.00,1695427
rhodobacter_sphaeroides,SRR072233.430738,492nt,490,97.58,3016521
